,NumOfProducts,HasCrCard,IsActiveMember,Gender,CustomerId,Surname,CreditScore,Age,Tenure,Balance,EstimatedSalary
605,1,1,1,Male,15814035,Lawrence,601,29,9,0.0,80393.27
7443,1,1,0,Female,15707042,Dellucci,634,24,2,87413.19,63340.65
5927,1,0,0,Female,15591036,Genovesi,577,43,3,127940.47,125140.72
2453,1,1,1,Female,15619935,Vanmeter,783,59,9,126224.87,4423.63
3608,1,1,0,Female,15601873,Bull,677,36,7,0.0,47318.75
1483,2,0,1,Male,15790683,Matthews,850,36,1,104077.19,68594.0
4518,2,1,0,Female,15642991,Tung,850,29,7,0.0,23237.25
3037,2,1,1,Male,15741094,Sagese,693,21,1,0.0,3494.02
9351,1,1,1,Male,15606076,Golubev,718,63,7,123204.88,100538.8
7691,1,0,1,Female,15791045,Boni,568,38,3,132951.92,124486.28
4115,2,0,0,Female,15584505,Hill,580,23,5,113923.81,196241.43
1426,1,1,0,Female,15710206,Larson,591,39,4,150500.64,14928.8
496,2,1,0,Female,15662403,Kryukova,622,32,6,169089.38,101057.95
3352,2,1,1,Male,15767414,Calabresi,591,40,2,99886.42,88695.19
8793,2,1,1,Male,15574554,Pugh,537,66,8,103291.25,130664.79
758,1,1,0,Female,15647099,Ts'ui,633,37,9,156091.97,72008.61
837,1,1,1,Female,15589488,Ch'eng,686,56,5,111642.08,80553.87
4326,3,1,1,Male,15764284,Torres,714,27,3,0.0,129130.09
2127,2,1,0,Male,15703482,Walker,710,34,9,134260.36,147074.67
1022,2,0,1,Female,15765014,Mai,547,48,1,179380.74,69263.1
8761,2,1,0,Male,15738088,Parkin,634,63,10,0.0,30772.86
5613,1,1,0,Female,15689412,Christie,604,32,7,127849.38,15798.7
5580,2,1,0,Male,15786249,Whitfield,616,30,2,0.0,199099.51
1057,1,0,0,Female,15706534,Enyinnaya,581,47,1,122949.14,180251.68
9541,1,1,1,Male,15669290,Fan,603,38,8,59360.77,191457.06
6855,1,1,0,Male,15737814,Lo,622,41,2,127087.06,102402.91
7348,2,0,0,Male,15813363,Woods,448,25,2,0.0,95215.73
9044,1,0,0,Male,15653347,Chiu,560,47,1,0.0,128882.66
2128,2,0,1,Male,15605835,Rice,743,37,8,69143.91,105780.18
2766,1,1,1,Male,15677217,Ibragimova,705,30,1,0.0,181300.32
2108,2,1,1,Male,15634949,Hay,593,74,5,161434.36,65532.17
3616,1,1,0,Female,15738907,Tobenna,798,60,6,96956.1,31907.44
1544,2,1,1,Male,15618926,Nwachukwu,520,43,7,0.0,36202.74
6913,1,1,1,Female,15784180,Ku,564,36,7,206329.65,46632.87
1718,1,1,0,Male,15762745,Macvitie,648,32,8,0.0,133653.38
7434,2,1,0,Male,15687527,Yobachukwu,638,35,1,0.0,165370.66
7364,1,1,0,Female,15641733,Mishina,671,34,5,164757.56,110748.88
6234,2,1,0,Male,15654274,Corrie,540,37,6,0.0,141998.89
724,1,1,1,Male,15626742,Carpenter,694,36,3,97530.25,117140.41
6672,2,0,1,Female,15660403,Fleming,827,35,0,0.0,184514.01
8028,2,1,1,Male,15775124,Watterston,763,37,8,0.0,933.38
5491,2,1,1,Female,15639278,Chinomso,580,36,6,145387.32,169963.2
1127,2,1,1,Female,15647301,Bray,549,45,3,143734.01,96404.38
2956,2,1,0,Male,15642885,Gray,792,30,8,0.0,199644.2
5155,2,0,0,Female,15656426,Tyler,713,42,3,0.0,82565.01
4816,2,0,1,Male,15582841,Butusov,600,29,8,0.0,34747.43
6201,3,0,0,Male,15753079,Chidi,612,41,5,0.0,151256.22
6223,1,1,1,Male,15679429,Bell,694,32,0,91956.49,59961.81
8685,2,1,1,Male,15597885,Kerr,772,43,6,0.0,57675.88
7113,1,1,1,Female,15783859,Boni,733,24,3,161884.99,9617.24
5274,2,1,0,Male,15709511,Watt,622,43,8,0.0,100618.17
8535,1,0,1,Male,15754940,Descoteaux,597,43,2,85162.26,5104.08
3043,1,1,0,Female,15746422,Muir,636,38,1,0.0,45015.38
6911,3,1,0,Female,15710087,Nicholls,705,54,3,125889.3,96013.5
149,2,0,1,Male,15794413,Harris,416,32,0,0.0,878.87
7573,2,1,0,Female,15674750,Alexeyeva,481,37,8,0.0,44215.86
4205,1,1,1,Female,15670103,Dickinson,565,38,5,126645.13,168303.55
5492,1,1,1,Male,15568487,Gorshkov,712,35,7,124616.23,69320.97
2689,1,0,1,Male,15636999,Mao,414,38,8,0.0,77661.12
4220,1,0,0,Female,15711314,Kao,589,45,1,0.0,125939.22
9101,2,1,1,Male,15660980,Cairns,597,38,6,115702.67,25059.05
841,1,0,0,Female,15737792,Abbie,818,31,1,186796.37,178252.63
8136,2,1,1,Female,15757425,Fleming,716,38,1,0.0,99661.46
6437,1,1,1,Female,15725094,Fang,623,37,4,140211.88,93832.33
9699,2,1,0,Female,15570145,Long,763,23,2,0.0,153983.99
6199,2,0,0,Female,15750755,Yobachi,449,33,8,0.0,156792.89
2794,1,0,0,Male,15597930,Wilson,646,52,8,59669.43,172495.81
7625,1,1,1,Male,15689692,Walker,598,19,3,150348.37,173784.04
8474,1,1,1,Female,15698816,Tuan,721,33,4,72535.45,103931.49
7889,2,1,1,Male,15718572,Willis,600,57,9,138456.03,103548.25
6607,1,1,0,Female,15598259,Gregory,673,41,9,98612.1,151349.35
9194,1,0,0,Male,15640106,Mason,613,40,7,124339.9,193309.58
8247,2,1,1,Female,15637366,Su,505,25,5,114268.85,126728.27
1392,2,1,0,Male,15730540,Simpson,794,45,8,88656.37,116547.31
1921,1,0,0,Female,15638355,Woods,658,35,5,126397.66,156361.58
7018,1,1,0,Male,15768600,Harris,805,50,9,130023.38,62989.82
3621,1,1,1,Male,15637993,Pokrovsky,711,36,9,137688.71,46884.1
4848,2,0,1,Male,15807167,Konovalova,635,42,1,146766.72,164357.1
2291,2,1,0,Male,15778157,Murray,598,27,8,90721.52,109296.18
2133,1,1,0,Female,15726354,Smith,688,32,6,123157.95,172531.23
550,2,1,0,Female,15750141,Reichard,721,36,3,65253.07,28737.78
1740,1,0,0,Female,15672132,Butusov,695,42,7,121453.63,46374.64
5289,1,1,1,Male,15741195,Okechukwu,613,19,5,0.0,176903.35
1817,1,1,0,Female,15804075,Chuang,628,36,3,91286.51,63085.94
4698,2,1,1,Male,15645717,Avdeeva,732,62,2,0.0,25438.87
5181,1,1,0,Female,15711287,Ahmed,661,35,5,128415.45,142626.49
3018,1,1,0,Female,15811613,Voss,588,27,8,0.0,20066.38
17,2,1,1,Female,15788218,Henderson,549,24,9,0.0,14406.41
1770,1,0,0,Female,15689980,Willis,725,36,4,118520.26,131173.9
1888,2,1,1,Male,15663921,Pisani,429,60,7,0.0,163691.48
2152,1,0,1,Female,15630698,Hay,745,55,9,110123.59,51548.14
1642,1,1,1,Male,15683544,Buccho,626,62,3,0.0,65010.74
7846,1,1,1,Female,15755416,Hart,557,27,3,87739.08,123096.56
4193,2,0,1,Male,15802362,Newland,550,45,0,0.0,70399.71
9432,2,1,1,Female,15574142,Chuang,458,28,2,171932.26,9578.24
8898,1,1,0,Male,15760427,Cameron,850,40,6,124788.18,65612.12
533,1,1,0,Male,15592300,Mai,543,35,10,59408.63,76773.53
132,1,1,1,Male,15677871,Cocci,687,38,9,122570.87,35608.88
7722,1,0,1,Male,15570086,Lynch,684,18,9,90544.0,4777.23
8458,2,1,1,Female,15728542,Vorobyova,850,71,4,0.0,107236.87
964,1,1,1,Female,15580956,McNess,683,43,4,115888.04,117349.19
8719,2,1,1,Female,15811415,Jenks,691,44,6,134066.1,197572.41
6412,1,0,1,Female,15598982,Klein,602,53,5,98268.84,45038.29
8285,1,0,1,Male,15572631,Ndubuisi,609,25,10,0.0,109895.16
7853,1,1,0,Female,15746674,Miller,730,47,7,0.0,33373.26
1095,1,1,0,Male,15689081,Wu,692,29,4,0.0,76755.99
6929,1,1,1,Male,15651627,White,628,39,1,115341.19,107674.3
